id	name	formula
HISTP	Histidinol-phosphatase	h2o_c + hisp_c --> histd_c + pi_c
LDH_D	D-lactate dehydrogenase	lac__D_c + nad_c <=> h_c + nadh_c + pyr_c
AMALT4	Amylomaltase (maltohexaose)	malt_c + malthx_c --> glc__D_c + malthp_c
NTD11	5'-nucleotidase (IMP)	h2o_c + imp_c --> ins_c + pi_c
ORNDC	Ornithine Decarboxylase	h_c + orn_c --> co2_c + ptrc_c
UPP3MT	Uroporphyrinogen methyltransferase	2.0 amet_c + uppg3_c --> 2.0 ahcys_c + dscl_c + h_c
KAS15	Beta-ketoacyl-ACP synthase (2)	accoa_c + h_c + malACP_c --> actACP_c + co2_c + coa_c
ALAALAtex	D-alanyl-D-alanine (DalaDala) transport via diffusion (extracellular to periplasm)	alaala_e <=> alaala_p
FACOAL181t2pp	Fatty-acid-CoA ligase (octadecenoate transport via vectoral Co-A coupling)	atp_c + coa_c + h_p + ocdcea_p --> amp_c + h_c + odecoa_c + ppi_c
T2DECAI	Trans-2-decenoyl-ACP isomerase	tdec2eACP_c <=> cdec3eACP_c
3OAS161	3-oxoacyl-[acyl-carrier-protein] synthase (n-C16:1)	h_c + malACP_c + tdeACP_c --> 3ocpalm9eACP_c + ACP_c + co2_c
EAR141y	Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C14:1)	h_c + nadph_c + t3c7mrseACP_c --> nadp_c + tdeACP_c
EAR161x	Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C16:1)	h_c + nadh_c + t3c9palmeACP_c --> hdeACP_c + nad_c
DASYN160	CDP-diacylglycerol synthetase (n-C16:0)	ctp_c + h_c + pa160_c --> cdpdhdecg_c + ppi_c
DASYN161	CDP-diacylglycerol synthetase (n-C16:1)	ctp_c + h_c + pa161_c --> cdpdhdec9eg_c + ppi_c
DASYN181	CDP-diacylglycerol synthetase (n-C18:1)	ctp_c + h_c + pa181_c --> cdpdodec11eg_c + ppi_c
CDAPPA161	CDP-Diacylglycerol pyrophostatase (n-C16:1)	cdpdhdec9eg_c + h2o_c --> cmp_c + 2.0 h_c + pa161_c
PGSA180	Phosphatidylglycerol synthase (n-C18:0)	cdpdodecg_c + glyc3p_c --> cmp_c + h_c + pgp180_c
PSSA140	Phosphatidylserine syntase (n-C14:0)	cdpdtdecg_c + ser__L_c --> cmp_c + h_c + ps140_c
2AGPGAT141	2-acyl-glycerophospho-glycerol acyltransferase (n-C14:1)	2agpg141_c + atp_c + ttdcea_c --> amp_c + pg141_c + ppi_c
FACOAE180	Fatty-acid-CoA thioesterase (octadecanoate)	h2o_c + stcoa_c --> coa_c + h_c + ocdca_c
FACOAE100	Fatty-acid-CoA thioesterase (decanoate)	dcacoa_c + h2o_c --> coa_c + dca_c + h_c
FACOAE80	Fatty-acid-CoA thioesterase (octanoate)	h2o_c + occoa_c --> coa_c + h_c + octa_c
FACOAE60	Fatty-acid-CoA thioesterase (hexanoate)	h2o_c + hxcoa_c --> coa_c + h_c + hxa_c
PLIPA1E120pp	Phospholipase A1 (phosphatidylethanolamine, n-C12:0) (periplasm)	h2o_p + pe120_p --> 2agpe120_p + ddca_p + h_p
MALtex	Malate transport via diffusion (extracellular to periplasm)	mal__L_e <=> mal__L_p
NO3tex	Nitrate transport via diffusion (extracellular to periplasm)	no3_e <=> no3_p
3OAS141	3-oxoacyl-[acyl-carrier-protein] synthase (n-C14:1)	cddec5eACP_c + h_c + malACP_c --> 3ocmrs7eACP_c + ACP_c + co2_c
3OAR121	3-oxoacyl-[acyl-carrier-protein] reductase (n-C12:1)	3ocddec5eACP_c + h_c + nadph_c --> 3hcddec5eACP_c + nadp_c
CFAS160G	Cyclopropane fatty acid synthase (Phosphatidylglycerol, n-C16:0)	2.0 amet_c + pg161_c --> 2.0 ahcys_c + cpg160_c + 2.0 h_c
URAt2pp	Uracil transport in via proton symport (periplasm)	h_p + ura_p --> h_c + ura_c
FACOAE141	Fatty-acid-CoA thioesterase (tetradecenoate)	h2o_c + tdecoa_c --> coa_c + h_c + ttdcea_c
FACOAE161	Fatty-acid-CoA thioesterase (hexadecenoate)	h2o_c + hdcoa_c --> coa_c + h_c + hdcea_c
TTDCEAtexi	Tetradecenoate transport via facilitated irreversible diffusion (extracellular to periplasm)	ttdcea_e --> ttdcea_p
HDCEAtexi	Hexadecenoate transport via facilitated irreversible diffusion (extracellular to periplasm)	hdcea_e --> hdcea_p
ALAALAD	D-alanine-D-alanine dipeptidase	alaala_c + h2o_c --> 2.0 ala__D_c
2AGPEAT180	2-acyl-glycerophospho-ethanolamine acyltransferase (n-C18:0)	2agpe180_c + atp_c + ocdca_c --> amp_c + pe180_c + ppi_c
2AGPEAT181	2-acyl-glycerophospho-ethanolamine acyltransferase (n-C18:1)	2agpe181_c + atp_c + ocdcea_c --> amp_c + pe181_c + ppi_c
2AGPGAT140	2-acyl-glycerophospho-glycerol acyltransferase (n-C14:0)	2agpg140_c + atp_c + ttdca_c --> amp_c + pg140_c + ppi_c
PLIPA1E181pp	Phospholipase A1 (phosphatidylethanolamine, n-C18:1) (periplasm)	h2o_p + pe181_p --> 2agpe181_p + h_p + ocdcea_p
PLIPA1G180pp	Phospholipase A1 (phosphatidylglycerol, n-C18:0) (periplasm)	h2o_p + pg180_p --> 2agpg180_p + h_p + ocdca_p
PLIPA1G181pp	Phospholipase A1 (phosphatidylglycerol, n-C18:1) (periplasm)	h2o_p + pg181_p --> 2agpg181_p + h_p + ocdcea_p
ALAALAabcpp	D-alanyl-D-alanine (DalaDala) transport via ABC system (periplasm)	alaala_p + atp_c + h2o_c --> adp_c + alaala_c + h_c + pi_c
HEXt2rpp	Hexanoate transport via proton symport, reversible (periplasm)	h_p + hxa_p <=> h_c + hxa_c
G3PEabcpp	Sn-glycerol-3-phosphoethanolamine transport via ABC system (periplasm)	atp_c + g3pe_p + h2o_c --> adp_c + g3pe_c + h_c + pi_c
G3PCabcpp	Sn-glycerol-3-phosphocholine transport via ABC system (periplasm)	atp_c + g3pc_p + h2o_c --> adp_c + g3pc_c + h_c + pi_c
2AGPGAT161	2-acyl-glycerophospho-glycerol acyltransferase (n-C16:1)	2agpg161_c + atp_c + hdcea_c --> amp_c + pg161_c + ppi_c
AMPTASEPG	Aminopeptidase (pro-gly)	h2o_c + progly_c --> gly_c + pro__L_c
PROGLYabcpp	L-Prolinylglycine (Pro-Gly) transport via ABC system (periplasm)	atp_c + h2o_c + progly_p --> adp_c + h_c + pi_c + progly_c
GTHRDabcpp	Reduced glutathione via ABC system (periplasm)	atp_c + gthrd_p + h2o_c --> adp_c + gthrd_c + h_c + pi_c
2AGPG140tipp	2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:0) transporter via facilitated diffusion (periplasm)	2agpg140_p --> 2agpg140_c
2AGPG160tipp	2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:0) transporter via facilitated diffusion (periplasm)	2agpg160_p --> 2agpg160_c
2AGPG141tipp	2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:1) transporter via facilitated diffusion (periplasm)	2agpg141_p --> 2agpg141_c
2AGPG161tipp	2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:1) transporter via facilitated diffusion (periplasm)	2agpg161_p --> 2agpg161_c
2AGPG181tipp	2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:1) transporter via facilitated diffusion (periplasm)	2agpg181_p --> 2agpg181_c
2AGPEAT140	2-acyl-glycerophospho-ethanolamine acyltransferase (n-C14:0)	2agpe140_c + atp_c + ttdca_c --> amp_c + pe140_c + ppi_c
2AGPEAT120	2-acyl-glycerophospho-ethanolamine acyltransferase (n-C12:0)	2agpe120_c + atp_c + ddca_c --> amp_c + pe120_c + ppi_c
2AGPEAT161	2-acyl-glycerophospho-ethanolamine acyltransferase (n-C16:1)	2agpe161_c + atp_c + hdcea_c --> amp_c + pe161_c + ppi_c
2AGPEAT141	2-acyl-glycerophospho-ethanolamine acyltransferase (n-C14:1)	2agpe141_c + atp_c + ttdcea_c --> amp_c + pe141_c + ppi_c
2AGPGAT160	2-acyl-glycerophospho-glycerol acyltransferase (n-C16:0)	2agpg160_c + atp_c + hdca_c --> amp_c + pg160_c + ppi_c
LPLIPAL2ATG140	Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C14:0)	2agpg140_c + pg140_c --> apg140_c + g3pg_c
LPLIPAL2ATG141	Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C14:1)	2agpg141_c + pg141_c --> apg141_c + g3pg_c
LPLIPAL2ATG160	Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C16:0)	2agpg160_c + pg160_c --> apg160_c + g3pg_c
LPLIPAL2ATG180	Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C18:0)	2agpg180_c + pg180_c --> apg180_c + g3pg_c
LPLIPAL2ATG161	Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C16:1)	2agpg161_c + pg161_c --> apg161_c + g3pg_c
LPLIPAL2ATG181	Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C18:1)	2agpg181_c + pg181_c --> apg181_c + g3pg_c
CLPNS180pp	Cardiolipin synthase (periplasmic, n-C18:0)	2.0 pg180_p <=> clpn180_p + glyc_p
CLPNS181pp	Cardiolipin synthase (periplasmic, n-C18:1)	2.0 pg181_p <=> clpn181_p + glyc_p
PG161abcpp	Phosphatidylglycerol transport via ABC system (n-C16:1, periplasm)	atp_c + h2o_c + pg161_c --> adp_c + h_c + pg161_p + pi_c
PGP120abcpp	Phosphatidylglycerophosphate transport via ABC system (n-C12:0, periplasm)	atp_c + h2o_c + pgp120_c --> adp_c + h_c + pgp120_p + pi_c
PGP161abcpp	Phosphatidylglycerophosphate transport via ABC system (n-C16:1, periplasm)	atp_c + h2o_c + pgp161_c --> adp_c + h_c + pgp161_p + pi_c
PGP181abcpp	Phosphatidylglycerophosphate transport via ABC system (n-C18:1, periplasm)	atp_c + h2o_c + pgp181_c --> adp_c + h_c + pgp181_p + pi_c
PA120abcpp	Phosphatidate transport via ABC system (n-C12:0, periplasm)	atp_c + h2o_c + pa120_c --> adp_c + h_c + pa120_p + pi_c
PLIPA1G120pp	Phospholipase A1 (phosphatidylglycerol, n-C12:0) (periplasm)	h2o_p + pg120_p --> 2agpg120_p + ddca_p + h_p
CLPNS120pp	Cardiolipin synthase (periplasmic, n-C12:0)	2.0 pg120_p <=> clpn120_p + glyc_p
ALPATE160pp	Apolipoprotein N-acyltransferase (phosphatidylethanolamine, periplasm)	alpp_p + pe160_p --> 2agpe160_p + lpp_p
ALPATG160pp	Apolipoprotein N-acyltransferase (phosphatidylglycerol, periplasm)	alpp_p + pg160_p --> 2agpg160_p + lpp_p
2AGPGAT120	2-acyl-glycerophospho-glycerol acyltransferase (n-C12:0)	2agpg120_c + atp_c + ddca_c --> amp_c + pg120_c + ppi_c
LPLIPAL2ATE120	Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C12:0)	2agpe120_c + pg120_c --> apg120_c + g3pe_c
LPLIPAL2ATE140	Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C14:0)	2agpe140_c + pg140_c --> apg140_c + g3pe_c
LPLIPAL2ATE160	Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C16:0)	2agpe160_c + pg160_c --> apg160_c + g3pe_c
LPLIPAL2ATE180	Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C18:0)	2agpe180_c + pg180_c --> apg180_c + g3pe_c
LPLIPAL2ATE141	Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C14:1)	2agpe141_c + pg141_c --> apg141_c + g3pe_c
LPLIPAL2ATE161	Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C16:1)	2agpe161_c + pg161_c --> apg161_c + g3pe_c
LPLIPAL2ATE181	Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C18:1)	2agpe181_c + pg181_c --> apg181_c + g3pe_c
FACOAL141t2pp	Fatty-acid-CoA ligase (tetradecenoate transport via vectoral Co-A coupling)	atp_c + coa_c + h_p + ttdcea_p --> amp_c + h_c + ppi_c + tdecoa_c
FACOAL161t2pp	Fatty-acid-CoA ligase (hexadecenoate transport via vectoral Co-A coupling)	atp_c + coa_c + h_p + hdcea_p --> amp_c + h_c + hdcoa_c + ppi_c
PA160abcpp	Phosphatidate transport via ABC system (n-C16:0, periplasm)	atp_c + h2o_c + pa160_c --> adp_c + h_c + pa160_p + pi_c
PA181abcpp	Phosphatidate transport via ABC system (n-C18:1, periplasm)	atp_c + h2o_c + pa181_c --> adp_c + h_c + pa181_p + pi_c
12DGR141tipp	1,2 diacylglycerol transport via flipping (periplasm to cytoplasm, n-C14:1)	12dgr141_p --> 12dgr141_c
PGPP140pp	Phosphatidylglycerol phosphate phosphatase (periplasm, n-C14:0)	h2o_p + pgp140_p --> pg140_p + pi_p
PGPP141pp	Phosphatidylglycerol phosphate phosphatase (periplasm, n-C14:1)	h2o_p + pgp141_p --> pg141_p + pi_p
PGPP160pp	Phosphatidylglycerol phosphate phosphatase (periplasm, n-C16:0)	h2o_p + pgp160_p --> pg160_p + pi_p
PGPP180pp	Phosphatidylglycerol phosphate phosphatase (periplasm, n-C18:0)	h2o_p + pgp180_p --> pg180_p + pi_p
CLPNH141pp	Cardiolipin hydrolase (periplasm, n-C14:1)	clpn141_p + h2o_p --> h_p + pa141_p + pg141_p
CLPNH160pp	Cardiolipin hydrolase (periplasm, n-C16:0)	clpn160_p + h2o_p --> h_p + pa160_p + pg160_p
CLPNH161pp	Cardiolipin hydrolase (periplasm, n-C16:1)	clpn161_p + h2o_p --> h_p + pa161_p + pg161_p
CLPNH181pp	Cardiolipin hydrolase (periplasm, n-C18:1)	clpn181_p + h2o_p --> h_p + pa181_p + pg181_p
PLIPA1E180pp	Phospholipase A1 (phosphatidylethanolamine, n-C18:0) (periplasm)	h2o_p + pe180_p --> 2agpe180_p + h_p + ocdca_p
PLIPA1G140pp	Phospholipase A1 (phosphatidylglycerol, n-C14:0) (periplasm)	h2o_p + pg140_p --> 2agpg140_p + h_p + ttdca_p
PLIPA1G161pp	Phospholipase A1 (phosphatidylglycerol, n-C16:1) (periplasm)	h2o_p + pg161_p --> 2agpg161_p + h_p + hdcea_p
CLPNS160pp	Cardiolipin synthase (periplasmic, n-C16:0)	2.0 pg160_p <=> clpn160_p + glyc_p
CLPNS161pp	Cardiolipin synthase (periplasmic, n-C16:1)	2.0 pg161_p <=> clpn161_p + glyc_p
PG160abcpp	Phosphatidylglycerol transport via ABC system (n-C16:0, periplasm)	atp_c + h2o_c + pg160_c --> adp_c + h_c + pg160_p + pi_c
PGP140abcpp	Phosphatidylglycerophosphate transport via ABC system (n-C14:0, periplasm)	atp_c + h2o_c + pgp140_c --> adp_c + h_c + pgp140_p + pi_c
PAPA120pp	Phosphatidate phosphatase (periplasmic, n-C12:0)	h2o_p + pa120_p --> 12dgr120_p + pi_p
PAPA140pp	Phosphatidate phosphatase (periplasmic, n-C14:0)	h2o_p + pa140_p --> 12dgr140_p + pi_p
PAPA141pp	Phosphatidate phosphatase (periplasmic, n-C14:1)	h2o_p + pa141_p --> 12dgr141_p + pi_p
PAPA160pp	Phosphatidate phosphatase (periplasmic, n-C16:0)	h2o_p + pa160_p --> 12dgr160_p + pi_p
PAPA161pp	Phosphatidate phosphatase (periplasmic, n-C16:1)	h2o_p + pa161_p --> 12dgr161_p + pi_p
PAPA180pp	Phosphatidate phosphatase (periplasmic, n-C18:0)	h2o_p + pa180_p --> 12dgr180_p + pi_p
HPYRI	Hydroxypyruvate isomerase	hpyr_c <=> 2h3oppan_c
FE3HOXUtex	Fe(III)hydroxamate unloaded secretion	fe3hox_un_c + h_p --> fe3hox_un_p + h_c
TPRDCOAS	Triphosphoribosyl-dephospho-CoA synthase	atp_c + dpcoa_c --> 2tpr3dpcoa_c + ade_c
ACGAM1PPpp	N-acetyl-D-glucosamine 1-phosphatase (periplasm)	acgam1p_p + h2o_p --> acgam_p + pi_p
EX_dgmp_e	DGMP exchange	dgmp_e --> 
GAMptspp	D-glucosamine transport via PEP:Pyr PTS (periplasm)	gam_p + pep_c --> gam6p_c + pyr_c
GSNt2pp	Guanosine transport in via proton symport (periplasm)	gsn_p + h_p --> gsn_c + h_c
EX_4hoxpacd_e	4-Hydroxyphenylacetaldehyde exchange	4hoxpacd_e --> 
GSNtex	Guanosine transport via diffusion (extracellular to periplasm)	gsn_e <=> gsn_p
FORtex	Formate transport via diffusion (extracellular to periplasm)	for_e <=> for_p
D_LACt2pp	D-lactate transport via proton symport (periplasm)	h_p + lac__D_p <=> h_c + lac__D_c
RIBtex	Ribose transport via diffusion (extracellular to periplasm)	rib__D_e <=> rib__D_p
FLVRx	Flavin reductase (NAD)	h_c + nadh_c + ribflv_c --> nad_c + rbflvrd_c
THMtex	Thiamine transport via diffusion (extracellular to periplasm)	thm_e <=> thm_p
XYLUtex	L-xylulose transport via diffusion (extracellular to periplasm)	xylu__L_e <=> xylu__L_p
EX_manglyc_e	2(alpha-D-Mannosyl)-D-glycerate exchange	manglyc_e --> 
ALLtex	Allose transport via diffusion (extracellular to periplasm)	all__D_e <=> all__D_p
GGPTRCO	Gamma glutamyl putrescine oxidase	ggptrc_c + h2o_c + o2_c --> ggbutal_c + h2o2_c + nh4_c
EX_metsox_R__L_e	L-methionine-R-sulfoxide exchange	metsox_R__L_e --> 
34dhpactex	Dihydroxyphenylacetaldehyde transport via diffusion (extracellular to periplasm)	34dhpac_e <=> 34dhpac_p
MALTHXtexi	Maltohexaose transport via diffusion (extracellular to periplasm) irreversible	malthx_e --> malthx_p
12PPDStpp	(S)-Propane-1,2-diol facilitated transport (periplasm)	12ppd__S_p <=> 12ppd__S_c
HYD1pp	Hydrogenase (ubiquinone-8: 2 protons) (periplasm)	h2_c + 2.0 h_c + q8_c --> 2.0 h_p + q8h2_c
EX_cl_e	Chloride exchange	cl_e <=> 
FE3DHBZStonex	Ferric 2,3-dihydroxybenzoylserine transport via ton system (extracellular)	fe3dhbzs_e + h_p --> fe3dhbzs_p + h_c
AACTOOR	Aminoacetone:oxygen oxidoreductase(deaminating)(flavin-containing)	aact_c + h2o_c + o2_c --> h2o2_c + mthgxl_c + nh4_c
H2tpp	Hydrogen transport diffusion (periplasm)	h2_p <=> h2_c
23DAPPAtex	2,3-diaminopropionate transport via diffusion	23dappa_e <=> 23dappa_p
ECAP3pp	Enterobacterial common antigen polymerase (periplasm)	eca3und_p + unagamuf_p --> eca4und_p + h_p + udcpdp_p
FEOXAMtonex	Ferroxamine transport via ton system (extracellular)	feoxam_e + h_p --> feoxam_p + h_c
FMNRx	FMN reductase	fmn_c + h_c + nadh_c --> fmnh2_c + nad_c
EX_3hpppn_e	3-(3-hydroxy-phenyl)propionate exchange	3hpppn_e --> 
EX_man6p_e	D-Mannose 6-phosphate exchange	man6p_e --> 
EX_tsul_e	Thiosulfate exchange	tsul_e --> 
PHEt2rpp	L-phenylalanine reversible transport via proton symport (periplasm)	h_p + phe__L_p <=> h_c + phe__L_c
DHBS	2,3-dihydroxybenzoate adenylate synthase	23dhb_c + atp_c + h_c --> 23dhba_c + ppi_c
EX_n2o_e	Nitrous oxide exchange	n2o_e --> 
MDDCP1pp	Murein D,D-carboxypeptidase (murein5px4p) (periplasm)	h2o_p + murein5px4p_p --> ala__D_p + murein4px4p_p
GUI2	Glucuronate isomerase (D-galacturonate)	galur_c <=> tagur_c
OMBZLM	2-Octaprenyl-6-methoxy-benzoquinol methylase	2ombzl_c + amet_c --> 2ommbl_c + ahcys_c + h_c
EX_maltttr_e	Maltotetraose exchange	maltttr_e --> 
GLYCK	Glycerate kinase	atp_c + glyc__R_c --> 3pg_c + adp_c + h_c
MLTG5	Maltodextrin glucosidase (maltoheptaose)	h2o_c + malthp_c --> glc__D_c + malthx_c
GPDDA3	Glycerophosphodiester phosphodiesterase (Glycerophosphoserine)	g3ps_c + h2o_c --> glyc3p_c + h_c + ser__L_c
2DOXG6PP	2 deoxyglucose 6 phosphatase	2doxg6p_c + h2o_c --> 2dglc_c + pi_c
OXAMTC	Oxamate transcarbamoylase	oxur_c + pi_c --> cbp_c + oxam_c
UDCPPtppi	Undecaprenyl phosphate transport (cytoplasm to periplasm)	udcpp_p --> udcpp_c
AGMH	N-Acetyl-D-glucosamine(anhydrous)N-Acetylmuramyl beta -1,4-N-acetylglucosaminidase	anhgm_c + h2o_c --> acgam_c + anhm_c
MPTG	Murein polymerizing transglycosylase	2.0 uaagmda_c --> 2.0 h_c + murein5p5p_p + 2.0 udcpdp_c
MPTG2	Murein polymerizing transglycosylase 2 (three linked units)	murein5p5p_p + uaagmda_c --> h_c + murein5p5p5p_p + udcpdp_c
MCTP1App	Murein crosslinking transpeptidase 1A:(A2pm->D-ala) (periplasm)	murein5p5p_p --> ala__D_p + murein5px4p_p
MCTP2App	Murein crosslinking transpeptidase 1A:(A2pm->D-ala) (periplasm)	murein5p5p5p_p --> 2.0 ala__D_p + murein5px4px4p_p
MCTP1Bpp	Murein crosslinking transpeptidase 1B:(A2pm->A2pm) (periplasm)	murein5p5p_p --> alaala_p + murein5px3p_p
MELIBt3ipp	Melibiose transport in via antiport (periplasm)	h_p + melib_c --> h_c + melib_p
EX_lipoate_e	Lipoate exchange	lipoate_e --> 
EX_pydx_e	Pyridoxal exchange	pydx_e --> 
EX_g1p_e	D-Glucose 1-phosphate exchange	g1p_e --> 
GLCtex_copy2	Glucose transport via diffusion (extracellular to periplasm)	glc__D_e <=> glc__D_p
NAt3pp	Sodium transport out via proton antiport (cytoplasm to periplasm)	h_p + na1_c --> h_c + na1_p
SFGTHi	S-Formylglutathione hydralase	Sfglutth_c + h2o_c --> for_c + gthrd_c + h_c
DHORDfum	Fumarate dependent DHORD	dhor__S_c + fum_c --> orot_c + succ_c
K2L4Aabcpp	KDO(2)-lipid IV A transport via ABC system (periplasm)	atp_c + h2o_c + kdo2lipid4_c --> adp_c + h_c + kdo2lipid4_p + pi_c
DSBCGT	DsbC:glutathione thiotransferase	dsbcox_p + 2.0 gthrd_p --> dsbcrd_p + gthox_p
DSBGGT	DsbG:glutathione thiotransferase	dsbgox_p + 2.0 gthrd_p --> dsbgrd_p + gthox_p
DHNAOT4	1,4-dihydroxy-2-naphthoate octaprenyltransferase	dhna_c + h_c + octdp_c --> 2dmmql8_c + co2_c + ppi_c
AMPMS2	4-amino-2-methyl-5-phosphomethylpyrimidine synthetase	air_c + h2o_c + nad_c --> 4ampm_c + 2.0 for_c + 3.0 h_c + nadh_c
DM_oxam_c	Sink needed to allow oxamate to leave system	oxam_c --> 
THIORDXi	Hydrogen peroxide reductase (thioredoxin)	h2o2_c + trdrd_c --> 2.0 h2o_c + trdox_c
PPPGO3	Protoporphyrinogen oxidase (anaerobic)	3.0 fum_c + pppg9_c --> ppp9_c + 3.0 succ_c
PDX5POi	Pyridoxine 5'-phosphate oxidase	o2_c + pdx5p_c --> h2o2_c + pydx5p_c
PDX5PO2	Pyridoxine 5'-phosphate oxidase (anaerboic	nad_c + pdx5p_c --> h_c + nadh_c + pydx5p_c
PLIPA1A181pp	Phospholipase A1 (phosphatidate, n-C18:1) (periplasm)	h2o_p + pa181_p --> 2odec11eg3p_p + ocdcea_p
LPLIPAL2A141	Lysophospholipase L2 (2-acylglycerophosphotidate, n-C14:1)	2tdec7eg3p_c + h2o_c --> glyc3p_c + 2.0 h_c + ttdcea_c
HG2t3pp	Mercury (Hg+2) transport out via proton antiport (periplasm)	h_p + hg2_c --> h_c + hg2_p
CYTBO3_4pp	Cytochrome oxidase bo3 (ubiquinol-8: 4 protons) (periplasm)	4.0 h_c + 0.5 o2_c + q8h2_c --> h2o_c + 4.0 h_p + q8_c
EAR141x	Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C14:1)	h_c + nadh_c + t3c7mrseACP_c --> nad_c + tdeACP_c
EAR181x	Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C18:1)	h_c + nadh_c + t3c11vaceACP_c --> nad_c + octeACP_c
EAR181y	Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C18:1)	h_c + nadph_c + t3c11vaceACP_c --> nadp_c + octeACP_c
G3PAT141	Glycerol-3-phosphate acyltransferase (C14:1)	glyc3p_c + tdeACP_c --> 1tdec7eg3p_c + ACP_c
G3PAT181	Glycerol-3-phosphate acyltransferase (C18:1)	glyc3p_c + octeACP_c --> 1odec11eg3p_c + ACP_c
DASYN140	CDP-diacylglycerol synthetase (n-C14:0)	ctp_c + h_c + pa140_c --> cdpdtdecg_c + ppi_c
DASYN180	CDP-diacylglycerol synthetase (n-C18:0)	ctp_c + h_c + pa180_c --> cdpdodecg_c + ppi_c
DASYN141	CDP-diacylglycerol synthetase (n-C14:1)	ctp_c + h_c + pa141_c --> cdpdtdec7eg_c + ppi_c
CDAPPA160	CDP-Diacylglycerol pyrophostatase (n-C16:0)	cdpdhdecg_c + h2o_c --> cmp_c + 2.0 h_c + pa160_c
CDAPPA141	CDP-Diacylglycerol pyrophostatase (n-C14:1)	cdpdtdec7eg_c + h2o_c --> cmp_c + 2.0 h_c + pa141_c
PGSA141	Phosphatidylglycerol synthase (n-C14:1)	cdpdtdec7eg_c + glyc3p_c --> cmp_c + h_c + pgp141_c
EX_alaala_e	D-Alanyl-D-alanine exchange	alaala_e --> 
EX_dtmp_e	DTMP exchange	dtmp_e --> 
5DOAN	5'-deoxyadenosine nuclosidase	dad_5_c + h2o_c --> 5drib_c + ade_c
DM_5drib_c	Sink needed to allow 5'-deoxyribose to leave system	5drib_c --> 
MINOHPtexi	Myo-inositol phosphate transport via diffusion (extracellular to periplasm)	minohp_e --> minohp_p
12PPDRtpp	(R)-Propane-1,2-diol facilitated transport (periplasm)	12ppd__R_p <=> 12ppd__R_c
FACOAE120	Fatty-acid-CoA thioesterase (dodecanoate)	ddcacoa_c + h2o_c --> coa_c + ddca_c + h_c
3OAR120	3-oxoacyl-[acyl-carrier-protein] reductase (n-C12:0)	3oddecACP_c + h_c + nadph_c <=> 3hddecACP_c + nadp_c
3HAD80	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C8:0)	3hoctACP_c --> h2o_c + toct2eACP_c
3HAD120	3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C12:0)	3hddecACP_c --> h2o_c + tddec2eACP_c
EAR180x	Enoyl-[acyl-carrier-protein] reductase (NADH) (n-C18:0)	h_c + nadh_c + toctd2eACP_c --> nad_c + ocdcaACP_c
SO4t2pp	Sulfate transport in via proton symport (periplasm to cytoplasm)	h_p + so4_p --> h_c + so4_c
EAR180y	Enoyl-[acyl-carrier-protein] reductase (NADPH) (n-C18:0)	h_c + nadph_c + toctd2eACP_c --> nadp_c + ocdcaACP_c
AGPAT120	1-tetradecanoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C12:0)	1ddecg3p_c + ddcaACP_c --> ACP_c + pa120_c
PGPP120	Phosphatidylglycerol phosphate phosphatase (n-C14:0)	h2o_c + pgp120_c --> pg120_c + pi_c
DAGK120	Diacylglycerol kinase (n-C12:0)	12dgr120_c + atp_c --> adp_c + h_c + pa120_c
PSSA180	Phosphatidylserine syntase (n-C18:0)	cdpdodecg_c + ser__L_c --> cmp_c + h_c + ps180_c
PSSA161	Phosphatidylserine syntase (n-C16:1)	cdpdhdec9eg_c + ser__L_c --> cmp_c + h_c + ps161_c
PSSA141	Phosphatidylserine syntase (n-C14:1)	cdpdtdec7eg_c + ser__L_c --> cmp_c + h_c + ps141_c
