Reaction_ID	Reaction_name	Subsystem	Reaction_formula	design_121	design_124	design_25	Jaccard
GALTtex	Galactitol transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	galt_e  <=> galt_p 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
GALURtex	D-galacturonate transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	galur_e  <=> galur_p 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
GTPCI	GTP cyclohydrolase I	Cofactor and Prosthetic Group Biosynthesis	h2o_c + gtp_c  -> h_c + ahdt_c + for_c 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
FDMO	FMNH2-dependent monooxygenase	Inorganic Ion Transport and Metabolism	o2_c + isetac_c + fmnh2_c  -> h_c + so3_c + h2o_c + fmn_c + gcald_c 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
FEOXAMabcpp	Ferroxamine transport via ABC system (periplasm)	Inorganic Ion Transport and Metabolism	atp_c + h2o_c + feoxam_p  -> h_c + adp_c + pi_c + feoxam_c 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
CBL1abcpp	Cob(1)alamin transport via ABC system (periplasm)	Transport, Inner Membrane	atp_c + h2o_c + cbl1_p  -> h_c + cbl1_c + adp_c + pi_c 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
ACACt2pp	Acetoacetate transport via proton symport  (periplasm)	Transport, Inner Membrane	h_p + acac_p  <=> h_c + acac_c 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
ACGAptspp	N-Acetyl-D-glucosamine transport via PEP:Pyr PTS  (periplasm)	Transport, Inner Membrane	pep_c + acgam_p  -> acgam6p_c + pyr_c 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
ACMANAptspp	N-acetyl-D-mannosamine transport via PTS  (periplasm)	Transport, Inner Membrane	pep_c + acmana_p  -> acmanap_c + pyr_c 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
ACNAMt2pp	N-acetylneuraminate proton symport (periplasm)	Transport, Inner Membrane	acnam_p + h_p  -> h_c + acnam_c 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
CHOLD	Choline dehydrogenase	Unassigned	nad_c + chol_c  -> h_c + betald_c + nadh_c 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
EX_ch4_e	EX ch4 LPAREN e RPAREN 	Extracellular exchange	ch4_e  -> 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
FEENTERabcpp	Fe-enterobactin transport via ABC system (periplasm)	Inorganic Ion Transport and Metabolism	atp_c + feenter_p + h2o_c  -> h_c + adp_c + pi_c + feenter_c 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
FECRMabcpp	Ferrichrome transport via ABC system (periplasm)	Inorganic Ion Transport and Metabolism	atp_c + fecrm_p + h2o_c  -> h_c + adp_c + pi_c + fecrm_c 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
GAMtex	D-glucosamine transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	gam_e  <=> gam_p 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
GBBTNtex	Gamma-butyrobetaine transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	gbbtn_e  <=> gbbtn_p 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
DAPabcpp	M-diaminopimelic acid ABC transport (periplasm)	Transport, Inner Membrane	atp_c + 26dap__M_p + h2o_c  -> h_c + adp_c + pi_c + 26dap__M_c 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
DHAtpp	Dihydroxyacetone transport via facilitated diffusion (periplasm)	Transport, Inner Membrane	dha_p  <=> dha_c 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
DMSOR1pp	Dimethyl sulfoxide reductase (Menaquinol 8) (periplasm)	Oxidative Phosphorylation	dmso_p + mql8_c  -> h2o_p + dms_p + mqn8_c 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
ARGAGMt7pp	Arginine/agmatine antiport (periplasm)	Transport, Inner Membrane	agm_c + arg__L_p  <=> arg__L_c + agm_p 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
ASCBptspp	L-ascorbate transport via PEP:Pyr PTS (periplasm)	Transport, Inner Membrane	pep_c + ascb__L_p  -> ascb6p_c + pyr_c 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
HIStex	L-histidine transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	his__L_e  <=> his__L_p 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
HXAtex	Hexanoate transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	hxa_e  <=> hxa_p 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
HYXNtex	Hypoxanthine transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	hxan_e  <=> hxan_p 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
IDONtex	L-idonate transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	idon__L_e  <=> idon__L_p 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
ILEtex	L-isoleucine transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	ile__L_e  <=> ile__L_p 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
INSTtex	Inositol transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	inost_e  <=> inost_p 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
INStex	Inosine transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane	ins_e  <=> ins_p 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
NTD8pp	5'-nucleotidase (dGMP)	Nucleotide Salvage Pathway	h2o_p + dgmp_p  -> dgsn_p + pi_p 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
FRULYStex	Fructoselysine transporter via diffusion (extracellular)	Transport, Outer Membrane Porin	frulys_e  <=> frulys_p 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
EX_fad_e	Exchange of Flavin adenine dinucleotide oxidized	Extracellular exchange	fad_e  -> 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
GALCTt2rpp	D-galactarte transport via proton symport, reversible (periplasm)	Transport, Inner Membrane	h_p + galct__D_p  <=> h_c + galct__D_c 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
GALt2pp	D-galactose transport in via proton symport (periplasm)	Transport, Inner Membrane	h_p + gal_p  -> h_c + gal_c 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
ASPtex	L-aspartate transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	asp__L_e  <=> asp__L_p 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
ABUTt2pp	4-aminobutyrate transport in via proton symport (periplasm)	Transport, Inner Membrane	h_p + 4abut_p  -> h_c + 4abut_c 	0.00 / 1000.00	0.00 / 1000.00	0.00 / 1000.00	1.00
SBTptspp	D-sorbitol transport via PEP:Pyr PTS (periplasm)	Transport, Inner Membrane	pep_c + sbt__D_p  -> sbt6p_c + pyr_c 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
TREHpp	Alpha,alpha-trehalase (periplasm)	Alternate Carbon Metabolism	h2o_p + tre_p  -> 2 glc__D_p 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
CYTBDpp	Cytochrome oxidase bd (ubiquinol-8: 2 protons) (periplasm)	Oxidative Phosphorylation	2 h_c + 0.5 o2_c + q8h2_c  -> 2 h_p + h2o_c + q8_c 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
CYTBD2pp	Cytochrome oxidase bd (menaquinol-8: 2 protons) (periplasm)	Oxidative Phosphorylation	2 h_c + 0.5 o2_c + mql8_c  -> 2 h_p + h2o_c + mqn8_c 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
ACALDtpp	Acetaldehyde reversible transport (periplasm)	Transport, Inner Membrane	acald_p  <=> acald_c 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
ACt2rpp	Acetate reversible transport via proton symport (periplasm)	Transport, Inner Membrane	h_p + ac_p  <=> h_c + ac_c 	-1000.00 / 0.00	-1000.00 / 0.00	-1000.00 / 0.00	1.00
EX_fe3dcit_e	Fe(III)dicitrate exchange	Extracellular exchange	fe3dcit_e  -> 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
EX_fe3hox_e	Fe(III)hydroxamate exchange	Extracellular exchange	fe3hox_e  -> 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
EX_fecrm_e	Ferrichrome exchange	Extracellular exchange	fecrm_e  -> 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
EX_feenter_e	Fe-enterobactin exchange	Extracellular exchange	feenter_e  -> 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
EX_feoxam_e	Ferroxamine exchange	Extracellular exchange	feoxam_e  -> 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
EX_cbi_e	Cobinamide exchange	Extracellular exchange	cbi_e  -> 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
EX_arbtn_fe3_e	Aerobactin exchange	Extracellular exchange	arbtn_fe3_e  -> 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
EX_cpgn_e	Coprogen exchange	Extracellular exchange	cpgn_e  -> 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
EX_adocbl_e	Adenosylcobalamin exchange	Extracellular exchange	adocbl_e  -> 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
INDOLEtex	Indole transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	indole_e  <=> indole_p 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
L_LACtex	L-lactate transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	lac__L_e  <=> lac__L_p 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
ACt4pp	Na+/Acetate symport (periplasm)	Transport, Inner Membrane	na1_p + ac_p  -> ac_c + na1_c 	0.00 / 1000.00	0.00 / 1000.00	0.00 / 1000.00	1.00
ADEt2rpp	Adenine transport via proton symport (reversible) (periplasm)	Transport, Inner Membrane	h_p + ade_p  <=> h_c + ade_c 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
ADNt2pp_copy1	Adenosine transport in via proton symport (periplasm)	Transport, Inner Membrane	h_p + adn_p  -> h_c + adn_c 	0.00 / 1000.00	0.00 / 1000.00	0.00 / 1000.00	1.00
ADNt2pp_copy2	Adenosine transport in via proton symport (periplasm)	Transport, Inner Membrane	h_p + adn_p  <=> h_c + adn_c 	-1000.00 / 0.00	-1000.00 / 0.00	-1000.00 / 0.00	1.00
ALLabcpp	D-allose transport via ABC system (periplasm)	Transport, Inner Membrane	all__D_p + atp_c + h2o_c  -> h_c + all__D_c + adp_c + pi_c 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
ALLTNt2rpp	Allantoin transport in via proton symport (periplasm)	Transport, Inner Membrane	h_p + alltn_p  <=> h_c + alltn_c 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
GLCDpp	Glucose dehydrogenase (ubiquinone-8 as acceptor) (periplasm)	Oxidative Phosphorylation	h2o_p + q8_c + glc__D_p  -> h_p + glcn_p + q8h2_c 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
HYD2pp	Hydrogenase (menaquinone8: 2 protons) (periplasm)	Oxidative Phosphorylation	2 h_c + mqn8_c + h2_c  -> 2 h_p + mql8_c 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
HYXNtpp	Hypoxanthine transport (periplasm)	Transport, Inner Membrane	hxan_p  <=> hxan_c 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
NACtpp	Nicotinic acid uptake (periplasm)	Transport, Inner Membrane	nac_p  -> nac_c 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
FE3DCITabcpp	Iron transport from ferric-dicitrate via ABC system (periplasm)	Inorganic Ion Transport and Metabolism	atp_c + h2o_c + fe3dcit_p  -> h_c + adp_c + pi_c + fe3_c + 2 cit_c 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
CPGNtonex	Coprogen transport via ton system (extracellular)	Transport, Outer Membrane	h_p + cpgn_e  -> h_c + cpgn_p 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
GLCRtex	D-glucarate transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	glcr_e  <=> glcr_p 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
GLCNtex	D-gluconate transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	glcn_e  <=> glcn_p 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
GLCURtex	D-glucuronat transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	glcur_e  <=> glcur_p 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
GLNtex	L-glutamine transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	gln__L_e  <=> gln__L_p 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
O2tex	Oxygen transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	o2_e  <=> o2_p 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
EX_ppa_e	Propionate exchange	Extracellular exchange	ppa_e  -> 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
OCTAtex	Octanoate transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	octa_e  <=> octa_p 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
ORNtex	Ornithine transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	orn_e  <=> orn_p 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
DHFS	Dihydrofolate synthase	Cofactor and Prosthetic Group Biosynthesis	atp_c + glu__L_c + dhpt_c  -> h_c + adp_c + pi_c + dhf_c 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
CRNt7pp	Carnitine/butyrobetaine antiporter (periplasm)	Transport, Inner Membrane	gbbtn_c + crn_p  -> gbbtn_p + crn_c 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
EX_ni2_e	Ni2+ exchange	Extracellular exchange	ni2_e  <=> 	-0.00 / 0.00	-0.00 / 0.00	-0.00 / 0.00	1.00
EX_no_e	Nitric oxide exchange	Extracellular exchange	no_e  -> 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
DGSNt2pp	Deoxyguanosine transport in via proton symport (periplasm)	Transport, Inner Membrane	h_p + dgsn_p  -> h_c + dgsn_c 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
DINSt2pp	Deoxyinosine transport in via proton symport (periplasm)	Transport, Inner Membrane	din_p + h_p  -> h_c + din_c 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
DURIt2pp	Deoxyuridine transport in via proton symport (periplasm)	Transport, Inner Membrane	h_p + duri_p  -> h_c + duri_c 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
FRUptspp	D-fructose transport via PEP:Pyr PTS (periplasm)	Transport, Inner Membrane	pep_c + fru_p  -> f1p_c + pyr_c 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
FUCtpp	L-fucose transport via proton symport (periplasm)	Transport, Inner Membrane	h_p + fuc__L_p  <=> h_c + fuc__L_c 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
FEENTERtonex	Fe-enterobactin transport via ton system (extracellular)	Transport, Outer Membrane	feenter_e + h_p  -> h_c + feenter_p 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
CSNt2pp	Cytosine transport in via proton symport (periplasm)	Transport, Inner Membrane	h_p + csn_p  -> h_c + csn_c 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
CYNTt2pp	Cyanate transport via proton symport (periplasm)	Transport, Inner Membrane	h_p + cynt_p  -> h_c + cynt_c 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
CYTDt2pp_copy1	Cytidine transport in via proton symport (periplasm)	Transport, Inner Membrane	h_p + cytd_p  -> h_c + cytd_c 	0.00 / 1000.00	0.00 / 1000.00	0.00 / 1000.00	1.00
CYTDt2pp_copy2	Cytidine transport in via proton symport (periplasm)	Transport, Inner Membrane	h_p + cytd_p  <=> h_c + cytd_c 	-1000.00 / 0.00	-1000.00 / 0.00	-1000.00 / 0.00	1.00
DADNt2pp	Deoxyadenosine transport in via proton symport (periplasm)	Transport, Inner Membrane	h_p + dad_2_p  -> h_c + dad_2_c 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
DCYTt2pp	Deoxycytidine transport in via proton symport (periplasm)	Transport, Inner Membrane	dcyt_p + h_p  -> h_c + dcyt_c 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
DDGLCNt2rpp	2-dehydro-3-deoxy-D-gluconate transport via proton symport, reversible (periplasm)	Transport, Inner Membrane	h_p + 2ddglcn_p  <=> h_c + 2ddglcn_c 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
RMNtex	L-rhamnose transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	rmn_e  <=> rmn_p 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
EX_meoh_e	Methanol exchange	Extracellular exchange	meoh_e  -> 	-0.00 / 0.00	-0.00 / 0.00	-0.00 / 0.00	1.00
MALTTRtexi	Maltotriose transport via diffusion (extracellular to periplasm) irreversible	Transport, Outer Membrane	malttr_e  -> malttr_p 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
MALTTTRtexi	MaltotetraoseMaltotriose transport via diffusion (extracellular to periplasm) irreversible	Transport, Outer Membrane	maltttr_e  -> maltttr_p 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
MALTPTtexi	MaltopentaoseMaltotriose transport via diffusion (extracellular to periplasm) irreversible	Transport, Outer Membrane	maltpt_e  -> maltpt_p 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
MALTtexi	MaltoseMaltotriose transport via diffusion (extracellular to periplasm) irreversible	Transport, Outer Membrane	malt_e  -> malt_p 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
GLCtex_copy1	Glucose transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane	glc__D_e  -> glc__D_p 	0.00 / 1000.00	0.00 / 1000.00	0.00 / 1000.00	1.00
FE3DCITtonex	Ferric-dicitrate transport via ton system (extracellular)	Transport, Outer Membrane	h_p + fe3dcit_e  -> h_c + fe3dcit_p 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
PHEtex	L-phenylalanine transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	phe__L_e  <=> phe__L_p 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
EX_cu2_e	Cu2+ exchange	Extracellular exchange	cu2_e  <=> 	-0.00 / 0.00	-0.00 / 0.00	-0.00 / 0.00	1.00
LYXI	Lyxose isomerase	Alternate Carbon Metabolism	lyx__L_c  -> xylu__L_c 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
EX_pheme_e	Protoheme exchange	Extracellular exchange	pheme_e  -> 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
PNTOtex	Pantothenate transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	pnto__R_e  <=> pnto__R_p 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
PPPNtex	3-phenylpropionate transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	pppn_e  <=> pppn_p 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
PPTtex	Phosphonate transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	ppt_e  <=> ppt_p 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
PTRCtex	Putrescine transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	ptrc_e  <=> ptrc_p 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
PYRtex	Pyruvate transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	pyr_e  <=> pyr_p 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
DSERtex	D-serine transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	ser__D_e  <=> ser__D_p 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
SERtex	L-serine transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	ser__L_e  <=> ser__L_p 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
SPMDtex	Spermidine transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	spmd_e  <=> spmd_p 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
SUCRtex	Sucrose transport transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	sucr_e  <=> sucr_p 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
TARTRtex	Tartrate transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	tartr__L_e  <=> tartr__L_p 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
TAURtex	Taurine transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	taur_e  <=> taur_p 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
THRtex	L-threonine transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	thr__L_e  <=> thr__L_p 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
THMDtex	Thymidine transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	thymd_e  <=> thymd_p 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
CBIuabcpp	Cobinamide transport via ABC system (uptake, periplasm)	Transport, Inner Membrane	cbi_p + atp_c + h2o_c  -> h_c + adp_c + pi_c + cbi_c 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
METDtex	D-methionine transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	met__D_e  <=> met__D_p 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
METtex	L-methionine transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	met__L_e  <=> met__L_p 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
MNLtex	Mannitol transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	mnl_e  <=> mnl_p 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
NAtex	Sodium transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	na1_e  <=> na1_p 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
NACtex	Nicotinic acid transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	nac_e  <=> nac_p 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
NH4tex	Ammonia transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	nh4_e  <=> nh4_p 	-0.00 / 30.00	-0.00 / 30.00	-0.00 / 30.00	1.00
BUTtex	Butyrate transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	but_e  <=> but_p 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
CHLtex	Choline transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	chol_e  <=> chol_p 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
CRNtex	L-carnitine transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	crn_e  <=> crn_p 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
DINStex	Deoxyinosine transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	din_e  <=> din_p 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
DMStex	Dimethyl sulfide transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	dms_e  <=> dms_p 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
CSNtex	Cytosine transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	csn_e  <=> csn_p 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
CYNTtex	Cyanate transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	cynt_e  <=> cynt_p 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
CYStex	L-cysteine transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	cys__L_e  <=> cys__L_p 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
CYTDtex	Cytidine transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	cytd_e  <=> cytd_p 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
DCAtex	Decanoate transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	dca_e  <=> dca_p 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
DCYTtex	Deoxycytidine transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane	dcyt_e  <=> dcyt_p 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
DGSNtex	Deoxyguanosine transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	dgsn_e  <=> dgsn_p 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
ASPO3	L-aspartate oxidase	Cofactor and Prosthetic Group Biosynthesis	asp__L_c + q8_c  -> h_c + q8h2_c + iasp_c 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
ASPO5	L-aspartate oxidase	Cofactor and Prosthetic Group Biosynthesis	asp__L_c + fum_c  -> h_c + iasp_c + succ_c 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
ASPO4	L-aspartate oxidase	Cofactor and Prosthetic Group Biosynthesis	asp__L_c + mqn8_c  -> h_c + iasp_c + mql8_c 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
ASPO6	L-aspartate oxidase	Cofactor and Prosthetic Group Biosynthesis	asp__L_c + o2_c  -> h_c + h2o2_c + iasp_c 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
LCTStex	Lactose transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	lcts_e  <=> lcts_p 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
LEUtex	L-leucine transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	leu__L_e  <=> leu__L_p 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
LYStex	L-lysine transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	lys__L_e  <=> lys__L_p 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
LYXtex	L-Lyxose transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	lyx__L_e  <=> lyx__L_p 	0.00 / 0.00	0.00 / 0.00	0.00 / 0.00	1.00
